x1,x2,x3,x4,y
-0.47966699970687166,-0.0010096036370854655,0.6288372670137321,3.076070870165628,1
-0.08922882298504131,-0.5718687869213515,0.41762626823680393,0.688964879482791,1
0.1613021133796202,-0.7352308301951456,-0.9813909456810419,-2.2258838366954374,0
-0.9255892971697774,-0.36351587672745844,-0.7418536776079232,-1.4785462518308503,0
0.0195981902610054,0.18581736359195133,-0.6236355492584857,2.3708290335808617,0
-0.12642140757634301,0.002242604136700077,-0.020385242263382786,0.1035865096390438,0
0.8930045880974216,0.7449298831461786,-0.19050332001971304,0.5861574248186714,0
0.2948041606175906,-0.34340953418947695,-0.2576210540183381,1.7389899748964641,0
0.3344586968723784,0.48774167608994956,-0.3331662867213312,1.073391383151551,0
-0.6720432004054402,-0.15649878536392703,-0.8350606547029098,-0.6282615113744584,0
0.8290283482761209,-0.9009141305721169,0.7114426839514609,0.2785317256074912,1
0.6738450783493068,-0.17661542641208783,-0.4239180240884759,3.349045149949597,0
-0.5389222634408368,-0.4204906091951983,-0.4749846233759989,-0.5375323786133993,0
0.7497777467516877,0.46902488632034633,-0.18519765472200622,0.7508624784222893,0
-0.8383153940535317,0.7770508384290997,0.16130451049577044,-0.8256743362772203,0
-0.551628454027175,-0.32030227758372787,0.4080267697367168,-0.5312828205247643,0
-0.9987596545159976,0.5742783384886778,-0.932913513504311,0.6301454974219958,0
0.5397153866806925,-0.15148902757322658,0.309099030764858,-0.02910853981520175,1
-0.06599936443098753,-0.90397260861387,0.8354035297120108,-0.7674178450565206,1
-0.8294305369396446,0.4407341442505077,0.9336127589359042,1.0507692022245114,1
-0.6409353503342696,0.8261479965676741,-0.5166556748155797,-0.1881311133731807,0
0.7357064899583023,-0.11734120188534569,-0.22675252959071557,-0.02285178837305265,0
-0.019485684879728016,0.4570134255583107,0.1528501027868412,3.8373422578074803,0
0.5378375903240593,-0.3597914117229919,-0.5523340688279776,0.1847376632453377,0
0.036798565371237046,-0.02384809039977598,-0.36648469257548544,2.1182953012794163,0
-0.2051597259153819,-0.644742824591862,-0.5137414024257094,-0.26859099119529706,0
0.5460428661787928,-0.21836637942306725,0.4363808873528099,-1.839528946894733,1
0.7029926460778706,-0.14787896257186728,-0.2665095422706556,-0.29209085080543673,0
0.5368808029869274,-0.2831462367560642,-0.3396281500989464,0.09994588120248256,0
-0.2897187339371472,0.21864425203369509,0.09321794805154249,1.4055165804852312,0
0.7237445465588712,0.7833879644787862,0.6156462029852565,-1.644636896323264,0
-0.685719999729147,-0.12322517804338373,0.21802678581140778,2.5880268694450113,0
-0.7725343597096663,-0.47693843019457205,0.6862586162773423,1.9826886375392156,0
0.28065913452877456,-0.4173064106609228,0.6556444857373225,0.09057642224596033,1
-0.898741865321965,-0.3877028340215998,-0.788329440437572,-1.4205136271764536,0
0.8884642865469461,0.6254222420199862,0.31393812115764397,2.5900393542700044,1
-0.20839111573967672,0.6869547235062405,-0.8943055474118282,-1.280812335101657,0
0.7988679543065034,0.41324740289786077,0.9744886011495735,1.0719737990138112,1
0.07400163581552532,-0.5375033222396106,0.8773696211497575,0.766236496469525,1
-0.31376339841834544,0.8412924957947758,0.5704469312078799,-1.6170938012159137,0
-0.4548952375631936,0.13976467260246483,-0.7453147004599197,1.6594453301828027,0
